ParkCode	Date	Type#	Day	VisitTeam	VisitLeague	VisitGame#	HomeTeam	HomeLeague	HomeGame#	VisitScore	HomeScore	GameLength	Winner	PARK NAME	RUNS	HR	H	2B	3B	BB
SFO03	20150602	0	Tue	PIT	NL	52	SFN	NL	54	7	4	54	PIT	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
STL10	20150602	0	Tue	MIL	NL	53	SLN	NL	52	0	1	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
WAS11	20150602	1	Tue	TOR	AL	53	WAS	NL	51	0	2	51	WAS	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
WAS11	20150602	2	Tue	TOR	AL	54	WAS	NL	52	7	3	54	TOR	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
ANA01	20150603	0	Wed	TBA	AL	54	ANA	AL	54	6	5	60	TBA	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
BOS07	20150603	1	Wed	MIN	AL	51	BOS	AL	53	3	6	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
BOS07	20150603	2	Wed	MIN	AL	52	BOS	AL	54	2	0	54	MIN	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
DET05	20150603	0	Wed	OAK	AL	55	DET	AL	54	6	1	54	OAK	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
HOU03	20150603	0	Wed	BAL	AL	52	HOU	AL	54	1	3	51	HOU	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
KAN06	20150603	0	Wed	CLE	AL	52	KCA	AL	50	2	4	51	KCA	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
SEA03	20150603	0	Wed	NYA	AL	54	SEA	AL	53	3	1	54	NYA	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
ARL02	20150603	0	Wed	CHA	AL	51	TEX	AL	53	9	2	54	CHA	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
PHO01	20150603	0	Wed	ATL	NL	53	ARI	NL	52	8	9	51	ARI	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
DEN02	20150603	0	Wed	LAN	NL	53	COL	NL	52	6	7	52	COL	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
MIA02	20150603	0	Wed	CHN	NL	51	MIA	NL	54	3	7	51	MIA	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
PHI13	20150603	0	Wed	CIN	NL	51	PHI	NL	54	4	5	64	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
SAN02	20150603	0	Wed	NYN	NL	54	SDN	NL	55	3	7	51	SDN	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
SFO03	20150603	0	Wed	PIT	NL	53	SFN	NL	55	5	2	54	PIT	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
STL10	20150603	0	Wed	MIL	NL	54	SLN	NL	53	4	7	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
WAS11	20150603	0	Wed	TOR	AL	55	WAS	NL	53	8	0	54	TOR	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
BOS07	20150604	0	Thu	MIN	AL	53	BOS	AL	55	8	4	54	MIN	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
DET05	20150604	0	Thu	OAK	AL	56	DET	AL	55	7	5	54	OAK	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
HOU03	20150604	0	Thu	BAL	AL	53	HOU	AL	55	3	2	54	BAL	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
KAN06	20150604	0	Thu	CLE	AL	53	KCA	AL	51	6	2	46	CLE	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
SEA03	20150604	0	Thu	TBA	AL	55	SEA	AL	54	2	1	54	TBA	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
ARL02	20150604	0	Thu	CHA	AL	52	TEX	AL	54	1	2	64	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
PHO01	20150604	0	Thu	NYN	NL	55	ARI	NL	53	6	2	54	NYN	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
LOS03	20150604	0	Thu	SLN	NL	54	LAN	NL	54	7	1	54	SLN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
PHI13	20150604	0	Thu	CIN	NL	52	PHI	NL	55	6	4	54	CIN	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
WAS11	20150604	0	Thu	CHN	NL	52	WAS	NL	54	2	1	54	CHN	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
BOS07	20150605	0	Fri	OAK	AL	57	BOS	AL	56	2	4	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
CHI12	20150605	0	Fri	DET	AL	56	CHA	AL	53	3	4	63	CHA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
CLE08	20150605	0	Fri	BAL	AL	54	CLE	AL	54	5	2	54	BAL	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
KAN06	20150605	0	Fri	TEX	AL	55	KCA	AL	52	4	0	54	TEX	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
MIN04	20150605	0	Fri	MIL	NL	55	MIN	AL	54	10	5	54	MIL	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
NYC21	20150605	0	Fri	ANA	AL	55	NYA	AL	55	7	8	51	NYA	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
SEA03	20150605	0	Fri	TBA	AL	56	SEA	AL	55	1	0	54	TBA	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
TOR02	20150605	0	Fri	HOU	AL	56	TOR	AL	56	2	6	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
PHO01	20150605	0	Fri	NYN	NL	56	ARI	NL	54	2	7	51	ARI	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
ATL02	20150605	0	Fri	PIT	NL	54	ATL	NL	54	10	8	54	PIT	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CIN09	20150605	0	Fri	SDN	NL	56	CIN	NL	53	6	2	54	SDN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
DEN02	20150605	0	Fri	MIA	NL	55	COL	NL	53	6	2	54	MIA	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
LOS03	20150605	0	Fri	SLN	NL	55	LAN	NL	55	2	1	54	SLN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
PHI13	20150605	0	Fri	SFN	NL	56	PHI	NL	56	5	4	54	SFN	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
WAS11	20150605	0	Fri	CHN	NL	53	WAS	NL	55	5	7	51	WAS	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
BOS07	20150606	0	Sat	OAK	AL	58	BOS	AL	57	2	4	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
CHI12	20150606	0	Sat	DET	AL	57	CHA	AL	54	7	1	54	DET	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
CLE08	20150606	0	Sat	BAL	AL	55	CLE	AL	55	1	2	51	CLE	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
KAN06	20150606	0	Sat	TEX	AL	56	KCA	AL	53	4	2	54	TEX	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
MIN04	20150606	0	Sat	MIL	NL	56	MIN	AL	55	4	2	54	MIL	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
NYC21	20150606	0	Sat	ANA	AL	56	NYA	AL	56	2	8	51	NYA	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
SEA03	20150606	0	Sat	TBA	AL	57	SEA	AL	56	1	2	51	SEA	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
TOR02	20150606	0	Sat	HOU	AL	57	TOR	AL	57	2	7	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
PHO01	20150606	0	Sat	NYN	NL	57	ARI	NL	55	1	2	51	ARI	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
ATL02	20150606	0	Sat	PIT	NL	55	ATL	NL	55	4	5	51	ATL	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CIN09	20150606	0	Sat	SDN	NL	57	CIN	NL	54	9	7	54	SDN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
DEN02	20150606	0	Sat	MIA	NL	56	COL	NL	54	5	10	51	COL	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
LOS03	20150606	0	Sat	SLN	NL	56	LAN	NL	56	0	2	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
PHI13	20150606	0	Sat	SFN	NL	57	PHI	NL	57	7	5	54	SFN	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
WAS11	20150606	0	Sat	CHN	NL	54	WAS	NL	56	4	2	54	CHN	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
BOS07	20150607	0	Sun	OAK	AL	59	BOS	AL	58	4	7	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
CHI12	20150607	0	Sun	DET	AL	58	CHA	AL	55	6	4	54	DET	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
CLE08	20150607	0	Sun	BAL	AL	56	CLE	AL	56	7	3	54	BAL	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
KAN06	20150607	0	Sun	TEX	AL	57	KCA	AL	54	3	4	51	KCA	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
MIN04	20150607	0	Sun	MIL	NL	57	MIN	AL	56	0	2	51	MIN	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
NYC21	20150607	0	Sun	ANA	AL	57	NYA	AL	57	2	6	51	NYA	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
SEA03	20150607	0	Sun	TBA	AL	58	SEA	AL	57	3	1	54	TBA	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
TOR02	20150607	0	Sun	HOU	AL	58	TOR	AL	58	6	7	52	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
PHO01	20150607	0	Sun	NYN	NL	58	ARI	NL	56	6	3	54	NYN	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
ATL02	20150607	0	Sun	PIT	NL	56	ATL	NL	56	3	0	54	PIT	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CIN09	20150607	0	Sun	SDN	NL	58	CIN	NL	55	0	4	51	CIN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
DEN02	20150607	0	Sun	MIA	NL	57	COL	NL	55	3	2	60	MIA	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
LOS03	20150607	0	Sun	SLN	NL	57	LAN	NL	57	4	2	54	SLN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
PHI13	20150607	0	Sun	SFN	NL	58	PHI	NL	58	4	6	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
WAS11	20150607	0	Sun	CHN	NL	55	WAS	NL	57	6	3	54	CHN	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
CHI12	20150608	0	Mon	HOU	AL	59	CHA	AL	56	1	3	51	CHA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
MIN04	20150608	0	Mon	KCA	AL	55	MIN	AL	57	3	1	54	KCA	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
TOR02	20150608	0	Mon	MIA	NL	58	TOR	AL	59	3	11	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
ATL02	20150608	0	Mon	SDN	NL	59	ATL	NL	57	5	3	66	SDN	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CIN09	20150608	0	Mon	PHI	NL	59	CIN	NL	56	4	6	51	CIN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
DEN02	20150608	0	Mon	SLN	NL	58	COL	NL	56	3	11	51	COL	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
LOS03	20150608	0	Mon	ARI	NL	57	LAN	NL	58	3	9	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
PIT08	20150608	0	Mon	MIL	NL	58	PIT	NL	57	2	0	54	MIL	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
BAL12	20150609	0	Tue	BOS	AL	59	BAL	AL	57	0	1	51	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
CHI12	20150609	0	Tue	HOU	AL	60	CHA	AL	57	2	4	51	CHA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
CLE08	20150609	0	Tue	SEA	AL	58	CLE	AL	57	3	2	54	SEA	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
DET05	20150609	0	Tue	CHN	NL	56	DET	AL	59	0	6	51	DET	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
MIN04	20150609	0	Tue	KCA	AL	56	MIN	AL	58	2	0	54	KCA	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
NYC21	20150609	0	Tue	WAS	NL	58	NYA	AL	58	1	6	51	NYA	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
OAK01	20150609	0	Tue	TEX	AL	58	OAK	AL	60	2	1	54	TEX	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
STP01	20150609	0	Tue	ANA	AL	58	TBA	AL	59	8	2	54	ANA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
TOR02	20150609	0	Tue	MIA	NL	59	TOR	AL	60	3	4	52	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
ATL02	20150609	0	Tue	SDN	NL	60	ATL	NL	58	5	6	51	ATL	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CIN09	20150609	0	Tue	PHI	NL	60	CIN	NL	57	2	11	51	CIN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
DEN02	20150609	0	Tue	SLN	NL	59	COL	NL	57	3	4	51	COL	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
LOS03	20150609	0	Tue	ARI	NL	58	LAN	NL	59	1	3	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
NYC20	20150609	0	Tue	SFN	NL	59	NYN	NL	59	5	0	54	SFN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PIT08	20150609	0	Tue	MIL	NL	59	PIT	NL	58	4	1	54	MIL	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
BAL12	20150610	0	Wed	BOS	AL	60	BAL	AL	58	2	5	51	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
CHI12	20150610	0	Wed	HOU	AL	61	CHA	AL	58	1	4	51	CHA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
CLE08	20150610	0	Wed	SEA	AL	59	CLE	AL	58	9	3	54	SEA	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
DET05	20150610	0	Wed	CHN	NL	57	DET	AL	60	12	3	54	CHN	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
MIN04	20150610	0	Wed	KCA	AL	57	MIN	AL	59	7	2	54	KCA	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
NYC21	20150610	0	Wed	WAS	NL	59	NYA	AL	59	5	4	66	WAS	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
OAK01	20150610	0	Wed	TEX	AL	59	OAK	AL	61	4	5	52	OAK	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
STP01	20150610	0	Wed	ANA	AL	59	TBA	AL	60	2	4	51	TBA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
TOR02	20150610	0	Wed	MIA	NL	60	TOR	AL	61	2	7	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
ATL02	20150610	0	Wed	SDN	NL	61	ATL	NL	59	1	4	51	ATL	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CIN09	20150610	0	Wed	PHI	NL	61	CIN	NL	58	2	5	51	CIN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
DEN02	20150610	0	Wed	SLN	NL	60	COL	NL	58	4	2	54	SLN	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
LOS03	20150610	0	Wed	ARI	NL	59	LAN	NL	60	6	7	52	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
NYC20	20150610	0	Wed	SFN	NL	60	NYN	NL	60	8	5	54	SFN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PIT08	20150610	0	Wed	MIL	NL	60	PIT	NL	59	0	2	51	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
BAL12	20150611	0	Thu	BOS	AL	61	BAL	AL	59	5	6	51	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
CLE08	20150611	0	Thu	SEA	AL	60	CLE	AL	59	0	6	51	CLE	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
OAK01	20150611	0	Thu	TEX	AL	60	OAK	AL	62	0	7	51	OAK	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
STP01	20150611	0	Thu	ANA	AL	60	TBA	AL	61	6	2	54	ANA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
ATL02	20150611	0	Thu	SDN	NL	62	ATL	NL	60	6	4	66	SDN	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CHI11	20150611	0	Thu	CIN	NL	59	CHN	NL	58	3	6	51	CHN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
MIA02	20150611	0	Thu	COL	NL	59	MIA	NL	61	0	6	51	MIA	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
MIL06	20150611	0	Thu	WAS	NL	60	MIL	NL	61	5	6	51	MIL	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
NYC20	20150611	0	Thu	SFN	NL	61	NYN	NL	61	4	5	53	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
ANA01	20150612	0	Fri	OAK	AL	63	ANA	AL	61	4	5	51	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
BAL12	20150612	0	Fri	NYA	AL	60	BAL	AL	60	3	11	51	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
BOS07	20150612	0	Fri	TOR	AL	62	BOS	AL	62	13	10	54	TOR	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
DET05	20150612	0	Fri	CLE	AL	60	DET	AL	61	0	4	51	DET	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
HOU03	20150612	0	Fri	SEA	AL	61	HOU	AL	62	0	10	51	HOU	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
STP01	20150612	0	Fri	CHA	AL	59	TBA	AL	62	5	7	51	TBA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
ARL02	20150612	0	Fri	MIN	AL	60	TEX	AL	61	2	6	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
CHI11	20150612	0	Fri	CIN	NL	60	CHN	NL	59	5	4	60	CIN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
MIA02	20150612	0	Fri	COL	NL	60	MIA	NL	62	1	5	51	MIA	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
MIL06	20150612	0	Fri	WAS	NL	61	MIL	NL	62	4	8	51	MIL	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
NYC20	20150612	0	Fri	ATL	NL	61	NYN	NL	62	3	5	51	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PIT08	20150612	0	Fri	PHI	NL	62	PIT	NL	60	0	1	77	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SAN02	20150612	0	Fri	LAN	NL	61	SDN	NL	63	4	3	54	LAN	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
SFO03	20150612	0	Fri	ARI	NL	60	SFN	NL	62	1	0	54	ARI	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
STL10	20150612	0	Fri	KCA	AL	58	SLN	NL	61	0	4	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
ANA01	20150613	0	Sat	OAK	AL	64	ANA	AL	62	0	1	51	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
BAL12	20150613	0	Sat	NYA	AL	61	BAL	AL	61	4	9	51	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
BOS07	20150613	0	Sat	TOR	AL	63	BOS	AL	63	5	4	66	TOR	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
DET05	20150613	0	Sat	CLE	AL	61	DET	AL	62	5	4	54	CLE	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
HOU03	20150613	0	Sat	SEA	AL	62	HOU	AL	63	8	1	54	SEA	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
STP01	20150613	0	Sat	CHA	AL	60	TBA	AL	63	4	5	51	TBA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
ARL02	20150613	0	Sat	MIN	AL	61	TEX	AL	62	7	11	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
CHI11	20150613	0	Sat	CIN	NL	61	CHN	NL	60	3	4	51	CHN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
MIA02	20150613	0	Sat	COL	NL	61	MIA	NL	63	1	4	51	MIA	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
MIL06	20150613	0	Sat	WAS	NL	62	MIL	NL	63	7	2	54	WAS	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
NYC20	20150613	0	Sat	ATL	NL	62	NYN	NL	63	5	3	66	ATL	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PIT08	20150613	0	Sat	PHI	NL	63	PIT	NL	61	3	4	51	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SAN02	20150613	0	Sat	LAN	NL	62	SDN	NL	64	1	2	51	SDN	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
SFO03	20150613	0	Sat	ARI	NL	61	SFN	NL	63	4	2	54	ARI	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
STL10	20150613	0	Sat	KCA	AL	59	SLN	NL	62	2	3	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
ANA01	20150614	0	Sun	OAK	AL	65	ANA	AL	63	8	1	54	OAK	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
BAL12	20150614	0	Sun	NYA	AL	62	BAL	AL	62	5	3	54	NYA	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
BOS07	20150614	0	Sun	TOR	AL	64	BOS	AL	64	13	5	54	TOR	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
DET05	20150614	0	Sun	CLE	AL	62	DET	AL	63	1	8	51	DET	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
HOU03	20150614	0	Sun	SEA	AL	63	HOU	AL	64	0	13	51	HOU	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
STP01	20150614	0	Sun	CHA	AL	61	TBA	AL	64	1	2	51	TBA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
